"","stock[, 1]","Sec_10R","Sec_15R","Sec_20R","Sec_25R","Sec_30R","Sec_35R","Sec_40R","Sec_45R","Sec_50R","Sec_55R","Sec_60R"
"317",20150407,0.004686505,-0.002038474,6.15361e-05,-0.007354242,-0.003909344,0.003634757,-0.00083652,-0.003077057,-0.000917431,-0.009516023,-0.014704903
"318",20150408,0.034780158,0.006106951,0.001558981,0.007849492,-0.000695736,0.003131241,0.017649449,-0.001151951,0.045692495,-0.003512261,0.002264659
"319",20150409,0.035027314,-0.007656456,0.008276036,0.001521113,0.00208674,0.008336536,0.016874627,0.005679965,0.002686039,-0.001323409,-0.018105642
"320",20150410,-0.002867685,-0.005527773,0.021812261,0.00301819,-0.001378639,0.00946787,0.001206901,0.004113749,-0.004899626,0.00646771,-0.003465066
"321",20150413,-0.010442776,-0.026922312,-0.013107805,-0.008788294,-0.003833287,-0.00753309,-0.001185494,-0.004816601,-0.008155753,-0.009634952,-0.004555514
"322",20150414,0.015460094,0.031143611,0.000563601,0.003236908,0.002576147,0.003578029,0.003123544,-0.003407643,0.000694213,0.005982361,0.006956639
"323",20150415,0.031481369,0.010220588,-0.000690236,0.001204905,-0.002033964,0.002029497,0.001042751,0.010676165,-0.012086224,0.003452238,-0.005809768
"324",20150416,0.0274774,0.005399225,-0.002299406,-0.000506982,0.01008441,-0.001301434,0.008018376,-0.005075107,-0.001568534,-0.006455678,0.003587586
"325",20150417,-0.020913307,-0.010748182,-0.009823823,-0.012308698,-0.009303637,-0.00801489,-0.025119505,-0.011829912,-0.012997926,-0.003819922,-0.006556064
"326",20150420,-0.007172309,0.011848467,0.010143929,0.009928348,0.001578808,0.002069467,0.006392502,0.015297555,0.036724484,0.016299538,0.003108485
"327",20150421,0.007145818,-0.011651806,-0.004505667,0.007766271,0.001429937,0.008154453,0.003059443,-0.000189654,0.024336904,-0.009517084,0.001380096
"328",20150422,-0.000346954,0.026118165,0.004040528,0.006455237,0.000713742,-0.001548209,0.006753108,0.015232632,0.001719297,0.001983695,0.001998949
"329",20150423,0.003839581,0.02641875,-0.004251494,-0.003135537,-0.005182049,0.003224665,0.000225946,0.005411508,0.00215632,0.006621919,0.002939168
"330",20150424,-0.00166123,0.026650334,-0.005106307,0.021248941,0.002211764,-0.003051321,0.009432967,0.014082846,0.007543193,0.009005795,-0.000483343
"331",20150427,0.032096093,0.007550623,-0.001538849,-0.0070117,-0.002230188,-0.008325748,0.012251787,0.011364465,-0.00080592,-0.013628804,0.001507676
"332",20150428,-0.011038934,0.007260633,0.004493922,-0.003566625,-0.00143964,0.006033962,0.007513596,0.000969492,-0.005695849,0.005904917,-0.001667193
"333",20150429,0.001417625,-0.006900455,-0.004404414,-0.006309242,-0.013787706,-0.008450351,0.003369582,-0.008659069,-0.009723645,-0.005527182,-0.020946682
"334",20150430,-0.008807458,-0.011007107,-0.009698358,-0.014195525,0.002256779,-0.011693211,-0.00924772,-0.015959286,-0.017512913,-0.008889964,-0.013101952
"335",20150501,0.000463721,0.015199521,0.01263501,0.01151621,0.006788596,0.010599241,0.000846429,0.01507649,0.006612711,0.00558633,0.008587609
"336",20150504,0.003305641,0.003148921,0.000282186,0.000949598,-0.002345287,0.004520197,0.00546668,-0.004589332,0.006347426,0.005680857,0.000796252
"337",20150505,-0.01244871,-0.002509576,-0.013823796,-0.011650528,-0.007789507,-0.012662222,-0.020993083,-0.012315073,-0.017074962,-0.019545536,-0.019670485
"338",20150506,-0.009226893,-0.008697071,-0.002501667,-0.003225371,0.004371874,-0.003195501,0.007081873,-0.006281648,-0.007014444,-0.003233706,-0.000203579
"339",20150507,-0.015228013,-0.015741575,0.004286534,0.007549964,0.000223574,-0.003749304,0.001244061,0.003800697,-0.004609971,0.005444873,0.013447727
"340",20150508,0.008120401,0.009291526,0.013858978,0.019132067,0.013151138,0.016501269,0.019653412,0.014738209,0.006809416,0.004830396,0.016258292
"341",20150511,-0.015645165,0.007090246,-0.00311897,-0.012581112,-0.007001961,-0.001907845,-0.00318631,-0.006517,-0.015091586,-0.011162658,-0.01654133
"342",20150512,0.002069428,0.002797832,-0.002719483,0.000980819,-0.000504501,-0.004757773,-0.007246461,-0.002913454,-0.005180143,-0.006326177,0.001923318
"343",20150513,-0.006958099,-0.002549213,0.000220881,-0.005520352,-0.000896106,-0.000477695,-0.004796575,0.003996176,-0.003940932,-0.008836232,-0.010083491
"344",20150514,-0.007249248,-0.002119411,0.009619808,0.006704257,0.013465859,0.012192677,0.007140431,0.013224426,0.006478972,0.008438042,0.016533206
"345",20150515,0.016223573,-0.000720568,0.000104663,0.006157803,0.002949202,0.001394053,0.002388358,-0.00059046,0.020825582,0.012498469,0.009322367
"346",20150518,-0.020051438,-0.032384155,0.000312877,0.002380341,-0.002319055,0.003202765,-0.004177626,0.001616715,-0.021978435,-0.000204116,-0.004023054
"347",20150519,-0.006847049,-0.037374701,-0.001004676,-0.001349409,-0.007024351,0.002075994,0.004814546,-0.000455998,0.002888121,0.001394574,-0.002964204
"348",20150520,0.000526581,0.001604857,-0.001274962,-0.004665323,-0.003385865,-0.000219473,-0.002560728,-0.000732857,-0.009036688,-0.000856552,-0.000761844
"349",20150521,0.007031786,0.003370324,0.005189705,0.00336093,-0.000227301,0.005415412,-0.001408048,-0.000384612,0.002111957,-0.002368332,-0.005854845
"350",20150522,0.018466933,-0.002780901,-0.00561335,-0.004381601,-0.006608881,-0.006507333,0.011480854,-0.000726124,0.013295144,-0.00125195,0.000161947
"351",20150526,-0.01216904,-0.014978576,-0.010714219,-0.006842768,-0.010948203,-0.0135374,-0.009181927,-0.010797084,-0.005604144,-0.005179419,-0.007301081
"352",20150527,0.000501044,0.003369629,0.00503607,0.006636994,0.006765938,0.011685528,-0.121779866,0.017061247,0.003807654,0.001253665,0.009103584
"353",20150528,-0.022762624,-0.006776162,-0.003812722,2.22556e-05,0.00046752,0.001481209,-0.00538771,-0.002138966,-0.011548956,0.001645309,-0.001927607
"354",20150529,-0.01374279,-0.000359602,-0.009413286,-0.007742336,-0.009792513,-0.004198475,-0.007191941,-0.007514888,-0.012619436,-0.001570615,-0.009749359
"355",20150601,-0.005117699,-0.009533369,0.002150724,1.80253e-05,-0.000346855,-0.000277733,0.000785215,0.000451369,0.004473162,0.003947345,0.010935519
"356",20150602,-0.003259998,0.021265458,0.002103317,-0.001587433,0.002016543,-0.002013032,0.003674392,-0.007191932,-0.00142856,-0.011260429,-0.008060482
"357",20150603,0.006067185,-0.009430502,0.005517824,0.006801302,0.001234475,0.002967293,0.00519472,0.000524973,0.009935061,-0.012450832,-0.015987306
"358",20150604,-0.01613701,-0.020004823,-0.008516691,-0.00676961,-0.00863568,-0.008456375,-0.008455928,-0.01314869,-0.006993158,-0.000254276,0.000474012
"359",20150605,-0.010517099,-0.004239208,-0.000171635,-0.006458994,-0.008095202,-0.00604157,0.00250111,-0.004276321,-0.003735603,-0.013215744,-0.010844662
"360",20150608,0.004267941,-0.005834319,-0.006323376,-0.01126121,-0.005878805,-0.004007528,-0.002575139,-0.01041136,-0.005830081,-0.005058908,-0.001845268
"361",20150609,-0.003579939,-0.006124051,0.001387692,-0.00296738,0.003058312,0.000869299,-0.001990368,0.000153776,-0.009486265,-0.001968376,-0.007942858
"362",20150610,0.000567443,0.026438955,0.010190846,0.012462034,0.01048183,0.013659103,0.013063912,0.017424759,0.00090576,0.005995041,0.007991832
"363",20150611,-0.001229701,0.001282258,0.004277345,0.006101352,0.000551723,0.005216357,0.000630012,0.001440565,0.011825079,0.006658063,0.004848693
"364",20150612,-0.001779086,-0.00426695,-0.004876254,-0.002903974,-0.006572518,-0.01136412,-0.002355801,-0.006331432,0.000175345,-0.006228929,-0.002004154
"365",20150615,-0.011179139,-0.00935535,-0.007385424,-0.004236889,-0.009171952,-0.006890446,-0.009992638,-0.007661493,-0.010753927,-0.00081515,-0.004947394
"366",20150616,-0.016062393,0.000606016,0.001695968,0.004114389,0.009102264,0.006233781,0.000687782,0.008283849,0.000175321,0.004513018,0.008257963
"367",20150617,-0.00693976,0.009353106,0.001740884,-0.001440061,0.004612862,-0.001319113,-0.000938776,0.001072413,0.004669476,0.007871772,0.007513675
"368",20150618,0.001222965,0.014904651,0.008751071,0.0086732,0.00977391,0.012521869,0.003356987,0.005714418,0.003214977,0.013972732,0.012807501
"369",20150619,-0.00650083,-0.010425456,-0.005293857,-0.003988789,-0.004322716,-0.004801354,-0.005521105,-0.010803003,-0.00228561,-0.015209223,-0.008509483
"370",20150622,0.011376853,0.003809681,0.005345284,0.006296139,0.007459243,0.010198384,0.015187254,0.009179164,0.013677368,-0.001797621,-0.01108914
"371",20150623,0.020549062,0.010197795,-0.001603138,0.00972045,-0.00318902,0.001400105,0.004886028,-0.001748263,0.021243555,-0.014248999,-0.008407324
"372",20150624,0.008905934,-0.003606956,-0.010998097,-0.010193239,-0.003253397,-0.007829479,-0.006867939,-0.003857819,-0.007675931,-0.006027031,-0.006546635
"373",20150625,-0.01573531,-0.017955643,-0.007101027,-0.002258958,-0.003269434,0.000262963,-0.00604189,-0.000427452,-0.006714915,-0.007547324,-0.00778371
"374",20150626,-0.015259599,-0.010855993,0.002013826,0.003169143,0.001732128,-0.000427785,-0.001447487,-0.01164971,-0.008535121,0.005043123,0.005948739
"375",20150629,-0.020316347,-0.02303199,-0.01994353,-0.021577648,-0.017630092,-0.022757074,-0.028404377,-0.027495055,-0.016777443,-0.002672531,-0.016070332
"376",20150630,0.012226907,-0.01489915,-0.00153785,0.005287435,-0.004616279,-0.000122005,0.001767883,0.003689297,0.004557485,-0.004303723,0.004235334
"377",20150701,-0.018360235,-0.005687684,-0.032908011,0.003503807,0.013621054,0.007280241,0.00264433,0.006940771,0.003135496,0.005760088,0.013301461
"378",20150702,0.011314026,0.010146945,-5.71837e-05,-0.000861747,-0.000935906,-0.001089926,-0.000227071,0.002340017,0.008077084,0.016190469,0.002973739
"379",20150706,-0.021596437,-0.029745884,-0.006487472,-0.002310233,-0.00483839,-0.002187524,-0.013110211,-0.006029772,-0.017112629,0.002046281,0.003610854
"380",20150707,-0.015971819,-0.009962211,0.007733133,0.00313041,0.016647996,0.00360675,-0.010132379,-0.000717994,-0.012056891,0.026626879,0.016647946
"381",20150708,-0.04908518,-0.032648283,-0.016571104,-0.025696624,-0.008571266,-0.011449349,-0.027477423,-0.018454766,-0.03654699,-0.004276332,-0.003455567
"382",20150709,0.017602627,0.016364382,0.003824485,0.007104135,0.000382868,0.005350571,0.012090445,-0.003572036,0.008636719,-0.010820385,-0.001464592
"383",20150710,0.01337293,0.023151046,0.012053684,0.01627631,0.017061227,0.020036578,0.021764301,0.016613967,0.031394843,0.004372315,0.007478828
"384",20150713,0.000186507,0.024299496,0.009556825,0.016327883,0.007904948,0.007554237,0.01090558,0.014735117,0.008139475,0.000990568,-0.000228446
"385",20150714,-0.005208273,-0.005180953,0.004410932,0.003704237,0.003572252,0.009872842,0.003333591,0.001810143,0.004878504,-0.002038427,0.002683049
"386",20150715,-0.009283576,-0.011067527,-0.001535982,-0.002496706,-0.001016165,-0.002578161,0.003109667,0.001063815,0.002806093,0.004406172,0.000565324
"387",20150716,0.010970261,0.009286728,0.003786368,0.007262945,0.008423414,0.006573308,0.014048376,0.010015593,0.013410218,0.01393104,0.007497573
"388",20150717,-0.00399742,-0.010085677,0.001526315,0.002460975,-0.001893722,-0.002198683,0.001366662,0.002862016,0.015401836,-0.00973681,-0.003588928
"389",20150720,-0.012241165,-0.00853867,0.000472372,0.002776101,-0.000184194,0.002861154,0.000631604,0.0041521,0.006378892,-0.004365141,0.004571007
"390",20150721,-1.25689e-05,0.003366285,-0.010480682,-0.005224474,-0.004806344,-0.008990725,-0.002400256,-0.006805637,0.015605852,-0.00959961,-0.003850608
"391",20150722,-0.009017948,-0.028966915,-0.008332251,0.001327153,-0.001855038,-0.002105156,0.00228046,-0.023784964,-0.009339072,0.00135266,0.003607643
"392",20150723,-0.001688375,-0.020332882,-0.012779857,0.001040633,-0.004344146,-0.000117135,-0.009386807,-0.001808107,-0.009471412,-0.013492945,-0.002890857
"393",20150724,-0.021601009,-0.024631485,-0.012812282,0.008248871,-0.009165111,-0.016190597,-0.015432679,-0.007979455,-0.005996946,0.000108219,0.007571702
"394",20150727,-0.03801366,-0.004868901,-0.005078687,-0.004500513,-0.002196148,-0.018139641,-0.011313311,-0.008043023,-0.005456651,0.010143505,0.005750323
"395",20150728,0.042252059,0.032398674,0.016967249,0.005514333,0.004494622,0.014829506,0.012175831,0.009535576,0.011688097,0.006634766,0.00142888
"396",20150729,0.018219928,0.019347481,0.01069707,0.008647241,0.003407102,0.010126681,0.009211098,0.006370184,0.009828198,0.003247539,0.002612035
"397",20150730,-0.013560631,-0.00341602,-0.000207499,0.002971758,-0.014860354,0.00226207,-0.003677367,0.006147397,0.002419519,0.008729902,-0.002705133
"398",20150731,-0.021084584,0.005433537,9.46407e-05,0.004707339,-0.000770242,0.004285555,-0.002521332,-0.007975009,0.006935796,0.008463211,0.005684902
"399",20150803,-0.01942769,-0.017255184,-0.005585701,-0.001889381,0.005004195,0.002280354,-0.003051352,-0.009681686,-0.007432251,0.010328832,0.004940284
"400",20150804,0.002823053,0.011989075,-0.000864845,-0.006390534,2.48479e-05,-0.003563736,0.002206282,-0.009558336,-0.00083348,-0.011158663,-0.004301459
"401",20150805,0.007741335,0.018567063,0.005160037,0.00077249,0.009228637,0.006827203,0.009359548,0.005333056,0.002652846,0.002274654,-0.00367033
"402",20150806,-0.005216989,-0.001021894,-0.005012855,-0.0071498,-0.002396479,-0.01249526,-0.007403706,-0.011283779,-0.00962744,0.00288135,0.003469704
"403",20150807,-0.004168178,-0.011008641,-0.005301011,-0.00091355,-0.007896403,-0.004388871,-0.001245702,-5.75603e-05,0.005171847,0.013758494,0.004689442
"404",20150810,0.021897395,0.030158427,0.01526459,0.005088719,0.005898361,0.010424308,0.009894236,0.020584384,0.012827976,-0.004557828,-0.003662897
"405",20150811,0.000473278,-0.036663975,-0.014339558,-0.008578301,-0.003167672,-0.008711245,-0.011179927,-0.027127306,-0.002610396,0.00426559,0.008244512
"406",20150812,0.007423295,0.002447504,-0.000392851,-0.006705105,-0.00409704,-0.000442465,-0.015913594,0.005121246,-0.01033229,0.01495104,0.004490816
"407",20150813,-0.006792218,-0.011324183,-0.000912109,0.0062229,-0.00438799,-0.002385485,-0.001013275,-0.002864562,-0.007698022,0.000879117,-0.000102255
"408",20150814,-0.005590664,0.002861836,0.006306771,0.002770021,-0.001756902,0.00277857,0.002509945,0.002503166,0.002700593,0.00601211,0.005844915
"409",20150817,-0.012771842,-0.01344601,0.002933316,0.004506397,-0.001378875,0.008219622,-0.002964893,0.00390196,0.013176511,0.005003838,0.007869557
"410",20150818,-0.011578106,-0.008471189,-0.001958692,0.004997829,-0.00826988,-0.002968997,-0.002233841,-0.006551591,-0.006679152,-0.001485052,-0.005923078
"411",20150819,-0.022616988,-0.019177433,-0.010928031,-0.006488346,-0.012487269,-0.006222745,-0.016785513,-0.009915358,-0.012373844,0.005578755,-0.005466282
"412",20150820,-0.03187297,-0.004634438,-0.021283769,-0.026614218,-0.009015235,-0.019348539,-0.02191461,-0.0214193,-0.017399341,-0.005497701,-0.005641775
"413",20150821,-0.038597445,-0.029446046,-0.027280161,-0.033796439,-0.025821191,-0.032030112,-0.029574683,-0.041701349,-0.013728428,-0.009231552,-0.017263185
"414",20150824,-0.067728993,-0.063097708,-0.032391391,-0.04654892,-0.032449714,-0.036490244,-0.049108178,-0.027866502,-0.060317799,-0.040947114,-0.046041825
"415",20150825,-0.008864502,0.011526341,-0.016876158,-0.004479469,-0.012371678,-0.01384398,0.008105897,-0.0092733,0.005618864,-0.033093861,-0.024034475
"416",20150826,0.042021068,0.023949131,0.030422799,0.043712266,0.026301712,0.035130367,0.022268425,0.046745459,0.023053416,0.018517538,0.027886291
"417",20150827,0.106377067,0.056960944,0.023792421,0.022740282,0.014068819,0.017766501,0.027057873,0.02347379,0.032690292,0.008198279,0.021498778
"418",20150828,-0.008997795,0.009142966,0.002430823,0.004278044,-0.005053849,-0.004533984,-0.004936402,0.003582454,-0.0138481,-0.004013485,-0.003127163
"419",20150831,0.017104141,0.0030872,-0.011396162,-0.01058378,-0.005626821,-0.014315371,-0.005623509,-0.007018787,-0.003968024,-0.020366748,-0.021504746
"420",20150901,-0.072672706,-0.061013372,-0.026446125,-0.028613281,-0.020493001,-0.027308352,-0.038426842,-0.033347226,-0.020851158,-0.023125282,-0.020668355
"421",20150902,0.005703307,0.020551407,0.020768756,0.025205224,0.010705252,0.018117666,0.013390643,0.027922794,0.002895785,0.00104717,0.011610305
"422",20150903,0.005763754,0.009753649,0.002055473,0.00378216,0.004142508,-0.003301827,0.002639608,0.001795604,0.002993284,0.00232059,0.003403421
"423",20150904,-0.049054945,-0.032739971,-0.015653111,-0.017181477,-0.017411689,-0.014666847,-0.021873246,-0.016646543,-0.021892272,-0.012590359,-0.019097342
"424",20150908,0.04008498,0.038551433,0.030534126,0.028895906,0.022509868,0.026041675,0.03105054,0.028036481,0.032440748,0.020206322,0.017412808
"425",20150909,0.001304157,-0.010678263,-0.011321483,-0.008027993,-0.014457262,-0.014064586,-0.003406853,-0.016399921,-0.000434449,-0.013346364,-0.013647484
"426",20150910,-0.004202749,-0.003787832,0.001371473,-0.001864966,-0.002929608,0.009614255,0.000829052,0.00812912,-1.21699e-05,-0.004918892,0.001433925
"427",20150911,-0.024101589,0.003158198,0.004731919,0.006173284,0.001301949,0.004675269,-0.001799273,0.008388984,0.005598107,0.006586036,0.014200856
"428",20150914,-0.003749518,-0.000777545,-0.004878786,-0.005263792,-0.005329404,-0.006876632,-0.00358845,-0.001198001,-0.012378896,0.003268035,-0.000438125
"429",20150915,0.01233552,0.0012576,0.017041008,0.016038109,0.011717959,0.012578029,0.014010179,0.013551056,0.00495096,0.002571822,0.01016
"430",20150916,0.030863282,0.032829576,0.010311322,0.012970062,0.021931461,0.005309761,0.015376754,0.005954129,0.021734216,0.010859988,0.009388647
"431",20150917,-0.01695793,-0.004871555,-0.006396894,0.001112809,0.000522452,0.007393204,-0.013952861,-0.008664621,-0.011520764,0.012201763,0.008763404
"432",20150918,-0.029890714,-0.022650553,-0.021253096,-0.015555195,-0.008978887,-0.014725708,-0.021420171,-0.01097891,-0.013249188,-0.009195821,-0.000607658
"433",20150921,0.002792029,-0.005645769,0.005658578,0.008924604,0.000247406,-0.00852282,0.008419877,0.007298891,0.017936338,0.004636747,0.009605528
"434",20150922,-0.012065315,-0.032794538,-0.013110843,-0.014592433,-0.013185189,-0.013283312,-0.016579395,-0.015602694,0.004582626,-0.018382481,-0.010639424
"435",20150923,-0.035711299,-0.01704143,-0.008142725,-0.002217279,0.00031357,0.000549412,-0.001521403,0.002307508,-0.004409885,0.002222562,0.004217659
"436",20150924,-0.004948519,0.003022036,-0.006398954,-0.000292152,0.002622305,-0.008858413,-0.008259057,0.000265166,-0.000174206,0.008809146,-0.010101575
"437",20150925,-0.001498973,-0.009853786,0.004254488,0.002106071,0.012498865,-0.015386957,0.014415909,0.003060129,-0.008935563,0.010605437,0.008805724
"438",20150928,-0.021258558,-0.045510756,-0.017866577,-0.030254268,-0.013296375,-0.027652507,-0.025380391,-0.020363396,-0.021214654,-0.006641109,-0.01745773
"439",20150929,-0.010510786,0.010089538,0.008805735,-0.007946807,0.000516485,0.005264316,0.001889814,-0.001170575,0.000161871,-0.000509567,0.014614445
"440",20150930,0.036635425,0.028147966,0.018746098,0.025274871,0.011902159,0.019115954,0.018728326,0.023186012,0.012740903,0.013399514,0.011074768
"441",20151001,0.006217809,0.013639624,-0.00178302,0.008494518,-0.0027836,0.006279487,0.005793935,-0.000589887,0.001198378,-0.01458965,0.005890465
"442",20151002,0.039553755,0.026383356,0.012928767,0.020182858,0.013238892,0.018430746,0.00777928,0.010041017,0.020539758,0.01456397,0.007840141
"443",20151005,0.013826638,0.023577759,0.030237773,0.01444925,0.014113403,0.008535127,0.021827937,0.020594435,0.013801276,0.015948233,0.01621719
"444",20151006,0.026382802,0.010327328,0.001988867,-0.005778646,-0.000427777,-0.01455355,0.000653451,0.001329304,-0.014515948,-0.005663386,-0.006331132
"445",20151007,0.05704234,0.038252113,0.012652857,0.010785553,0.009037819,0.007786827,0.016232136,0.008846613,0.005312074,-0.001704114,0.006942375
"446",20151008,0.012509688,0.029642154,0.014158536,0.005515149,0.007644815,0.004297495,0.003158406,0.006662775,0.001761722,0.010797168,0.005927271
"447",20151009,-0.014905661,0.012939418,0.00245965,0.000659924,0.002337173,0.00271322,-0.005014986,0.001421284,-0.014291463,-0.002216402,-0.000477918
"448",20151012,0.00065012,-0.015419181,-0.000790703,0.006969284,0.001001126,0.001180473,-0.001439236,0.000803017,0.008924952,0.009342873,0.006794305
"449",20151013,-0.013267583,-0.018902402,-0.011188416,-0.006673376,-0.000985068,-0.011573649,-0.014788961,-0.002809068,-0.005490361,-0.003711361,-0.007431604
"450",20151014,0.012548186,0.012808742,-0.011091836,-0.008260343,-0.016875458,-5.1729e-05,-0.001965524,0.001053427,0.006422904,-0.00182756,-0.007220516
"451",20151015,0.027809883,0.004693824,0.010699256,0.018430705,0.005239576,0.020819769,0.021322049,0.00568628,0.014841336,0.01459297,0.014438447
"452",20151016,-0.001254409,-0.011569397,0.001219633,0.009271366,0.005236743,0.010079898,0.00169662,0.004487885,0.006473725,0.002013257,0.008812794
"453",20151019,-0.017574878,-0.022115407,-0.000359655,0.003352558,0.003728075,0.001059987,-0.005392629,0.001986091,0.002286548,-0.001413465,0.015179343
"454",20151020,-0.000836761,-0.004985978,0.005413381,-0.008828497,-0.000774507,-0.014426825,-0.000255801,0.000934378,0.001751694,0.003359633,0.000281417
"455",20151021,-0.02009739,-0.005591829,0.003339625,0.00301356,-0.005122907,-0.007384386,-0.017346462,-0.005233306,-0.009975074,0.001724864,0.000903358
"456",20151022,0.018994238,0.022905542,0.026984219,0.014519863,0.017951708,0.008067197,0.011655709,0.021007142,0.006793949,0.012878426,0.010651642
"457",20151023,0.003378121,0.010000238,0.0012751,0.01544656,0.002844656,0.014188727,0.014736284,0.023734695,0.011690907,-0.0182318,-0.011381479
"458",20151026,-0.030432324,-0.008650795,-0.002027586,0.005501087,-0.001307704,0.000785418,-0.004935411,-0.007913367,-0.000181707,-0.010702911,0.003502711
"459",20151027,-0.012515784,-0.020716385,-0.009156414,-0.006815551,-0.003975061,0.006848757,-0.005686024,-0.006236917,0.000315824,-0.002777184,-0.000333253
"460",20151028,0.018180851,0.000256391,0.004944146,0.008307422,0.001528162,0.012902521,0.015306503,0.009480812,-0.000740252,-0.009242546,0.001036324
"461",20151029,-0.000190471,-0.027742658,-0.001484724,-0.008154207,0.001186442,-0.007476185,-0.009391408,-0.005915552,-0.001296351,-0.005594141,-0.003758681
"462",20151030,-0.005338912,0.010687951,-0.00580582,-9.14545e-05,-0.005620226,-0.000603464,-0.01111467,-0.004234169,-0.00142353,0.001129406,-0.007788854
"463",20151102,0.00095089,-0.003234336,0.011102888,0.00590686,0.001663823,0.01520247,0.006941638,0.008084166,0.005174376,0.001865897,0.024227482
"464",20151103,0.025279116,0.01526178,-0.000321107,0.00119192,-0.000196883,-0.004823913,0.0025341,0.012806066,-9.76382e-05,0.002199278,-0.009659995
"465",20151104,0.003775085,-0.000824442,-0.00147508,1.67842e-05,-0.000358532,-0.003684984,0.007384513,0.005584378,0.006494106,0.012909424,-0.004464328
"466",20151105,-0.007142017,-0.025451598,0.000100636,0.009105023,0.00269192,-0.001262974,-0.001947389,-0.013129874,0.001841679,-0.007365859,-0.001807593
"467",20151106,-0.021660134,-0.029719327,0.000151678,-0.003955322,-0.010157481,-0.00691944,0.013597703,0.002589783,-0.012183184,-0.038666981,-0.032662667
"468",20151109,-0.023701345,-0.015482128,-0.006393795,-0.014303269,-0.007602178,-0.007757855,-0.007312322,-0.006960055,-0.013817314,0.005849723,-0.011047513
"469",20151110,-0.006713917,0.000334433,0.000208181,0.006379085,0.002223935,0.00118842,-0.002291799,-0.013156797,0.001696372,-6.27317e-05,0.010992472
"470",20151111,-0.024523322,-0.016052027,0.004227561,0.000262281,0.004800037,-0.004652689,-0.001572543,-0.001242076,0.004345331,0.009455077,0.003214886
"471",20151112,0.000823546,-0.025378927,-0.013225955,-0.01113786,-0.011233851,-0.01759778,-0.013272029,-0.00908356,0.000873515,-0.008661615,-0.005515592
"472",20151113,-0.026660227,0.011745332,-0.003814412,-0.020455043,-0.008437524,-0.005570521,-0.012091544,-0.019366066,-0.024746409,-0.00194997,-0.010736512
"473",20151116,0.025766527,0.005809939,0.012250063,0.009118654,0.017494533,0.011101583,0.011655451,0.015995474,0.019010703,0.015035803,0.011721111
"474",20151117,-0.016161527,-0.013563981,-0.015157564,0.004163344,0.006515875,0.004796238,3.10716e-05,-0.000247195,0.000539877,-0.019687415,0.001379223
"475",20151118,-0.003893591,0.020915099,0.011805824,0.01738773,0.013575007,0.014923771,0.013064322,0.012674918,0.010156806,0.006468039,0.009106387
"476",20151119,0.008406803,0.008516466,0.004119658,-0.002883134,0.003997873,-0.007343832,0.004601112,0.00800068,0.001830708,0.01197168,0.003707418
"477",20151120,0.010829253,-0.004002575,0.005777202,0.0095794,-0.004880604,0.001770111,0.000610418,0.005889043,0.004537107,0.002223705,0.014224117
"478",20151123,-0.003487623,-0.01308351,-0.006102846,0.003815511,0.005133942,-0.007389015,-0.004409877,-0.007539899,-0.007239925,-0.012047801,0.001681134
"479",20151124,0.018986523,0.007568347,-0.001526157,-0.001614309,0.003399358,-0.000131444,-0.004171565,0.001458585,-0.000871164,-0.002542894,-0.008257856
"480",20151125,0.00398431,-0.028817804,-0.001532222,0.003249388,0.002389555,0.005123743,-0.00017975,-0.003350228,-0.00420295,-0.004667656,0.004168653
"481",20151127,-0.038053735,-0.014386408,0.001189535,6.9408e-05,-0.001507757,0.001365513,-4.43385e-05,0.0002239,-0.006602828,0.000488727,0.007864864
"482",20151130,0.016449559,-0.009020693,-0.008757298,-0.006480334,-0.010016269,-0.0104871,-0.00203488,0.004293005,-0.006573134,0.000384969,-0.008904749
"483",20151201,0.016312497,0.017139398,0.005321107,0.009564744,0.006055371,0.014648873,0.015352849,0.009597035,0.019576545,0.008246521,0.015593063
"484",20151202,-0.022585129,-0.014882051,-0.010345698,-0.006366037,-0.005963284,-0.008087411,-0.012208866,-0.004629888,-0.007664315,-0.023120268,-0.019880996
"485",20151203,0.011508718,-0.018216146,-0.009569233,-0.013406661,-0.002743482,-0.016149542,-0.012604544,-0.011959768,-0.013667563,-0.00738612,-0.014346046
"486",20151204,0.003882011,0.010520044,0.012682331,0.015351262,0.017730801,0.020137637,0.015247631,0.024940383,0.019662844,0.012358615,0.022807234
"487",20151207,-0.059085056,-0.02613808,-0.004826139,-0.003743326,0.003672802,-0.006245268,-0.014396464,-0.004909272,-0.003953962,0.007051121,0.000535501
"488",20151208,-0.006151521,-0.0386779,-0.013763772,-0.008516682,-0.006267438,-0.003727485,-0.020689291,-0.004785299,-0.007698612,-3.91502e-05,0.000695408
"489",20151209,0.007171768,0.035604426,-0.000176961,-0.006019459,-0.008075054,-0.007420738,-0.002719522,-0.014241493,-0.009859679,-0.000512166,-0.00789333
"490",20151210,-0.019580646,-0.004238443,0.004064229,0.003514164,-1.42428e-05,0.006409226,0.001364552,0.000804328,0.004133907,-0.013207068,-0.008868526
"491",20151211,-0.039178921,-0.03434587,-0.014718052,-0.019640646,-0.011972109,-0.016101387,-0.026003539,-0.021495515,-0.018566315,-0.002914375,-0.000597292
"492",20151214,0.009277568,-0.019429863,0.003260303,0.005480987,0.006410128,0.00398376,0.002660978,0.004963131,0.015530896,0.005373152,0.008970093
