"","Date","Sec_10","Sec_15","Sec_20","Sec_25","Sec_30","Sec_35","Sec_40","Sec_45","Sec_50","Sec_55","Sec_60"
"182",20160920,10169971257720,423954018910,1417801303850,1995496744845,1228743250030,2264226582235,2267605863941.1,3486725290820,2865583866110,243476912150,361132546850
"183",20160921,10446172792820,434485408550,1438215979610,2031601200075,1234148163360,2280353852020,2297035836665.1,3530755628050,2900082363490,248551454760,365687542237
"184",20160922,10475119612230,438736601950,1447531686630,2059134812870,1248285942480,2293364455580,2290051276610.1,3550264144140,2921386016350,249877687630,370615109880
"185",20160923,10287919340740,437987708430,1438603049990,2051096752755,1242892800670,2284948855690,2263378163340,3506510367530,2901350018260,248929182530,371382420800
"186",20160926,10180716403390,437737902010,1431387450700,2029624447730,1236269429910,2259116823540,2231269318695,3485791816340,2868372873330,247977024210,372688484468.3
"187",20160927,10221996009490,439001485980,1440840248270,2051810098430,1243525766100,2270345994750,2258211135570,3530126208770,2889935591400,246176928630,369882075952.5
"188",20160928,10573927311970,449719026730,1448959752260,2055100860780,1245916047880,2276879593760,2265233457277,3540115197310,2899157677100,245548531480,372007083666.2
"189",20160929,10663165790760,452197385080,1436681373835,2035023597680,1231832716290,2234488449250,2236220732810,3526168880360,2884507538830,241720545080,367284454537
"190",20160930,10811590668590,455736479866.5,1445332094980,2045865123390,1242521645610,2250545211850,2267107297601.2,3552755108030,2879964313690,239854451720,365175015190
"191",20161003,10818193440670,456108626276.5,1445717753970,2044196133225,1233855497080,2248506846310,2262993827167.6,3541481208860,2890678365110,236974793370,357935210126.1
"192",20161004,10712543709810,452114389260,1435669770830,2044024795385,1227675423240,2246348829810,2273901458730,3528296117140,2882063236910,232399382260,351806122104.5
"193",20161005,11173494301230,457365855740,1444016358660,2062252010315,1226155088120,2252611265470,2299877586650,3542964100150,2897185881550,231742726860,345481903330
"194",20161006,11468239356970,456537115260,1441257669150,2057653227330,1216760789950,2239038023160,2301387734707.2,3556976057480,2890881434700,231370662810,346005870610
"195",20161007,11262820501410,455986639690,1425883135940,2044879002710,1216255786060,2239639325120,2309724913230,3560592461160,2878278721290,232334326700,345061955879.7
"196",20161010,11517834371870,463027976437.5,1424829671660,2054964687810,1212592062840,2251891289200,2319832896447.2,3580232923370,2906197131462,234482633160,346332487570
"197",20161011,11267621599390,452711831570,1413125298700,2028931539150,1207090560170,2205657293640,2283473994980,3532563487720,2851561218554,231940309810,343497236090
"198",20161012,11267413199750,452920531290,1413993430420,2030338340170,1208254841770,2192917332570,2282007852330,3548957489810,2867996472730,234539148960,347936773703.2
"199",20161013,11160071906160,443363214600,1415138000120,2019378624230,1207373899220,2196151596085,2266565897360,3515616964760,2843911561880,237949100870,349752052120
"200",20161014,11228873451200,443858874330,1417573917855,2015989998145,1210524556270,2178227748900,2281378666677.1,3535992069720,2848490155200,236498860670,348706862710
"201",20161017,11135113714430,442945095175,1415015233190,2006246438230,1216894502800,2175951044450,2267485527450,3526820086920,2819412456950,236945018960,349254575540
"202",20161018,11308232765070,449503703345,1418351195650,2011524341140,1221436840500,2189630695200,2304707078260,3545190010510,2856233475680,238727889690,351427741860
"203",20161019,11401691058560,452213969800,1421408701770,2015968442130,1215285819570,2180001209450,2304954134632.6,3537552403105,2860468644570,237992181000,351920549263.5
"204",20161020,11543007738020,452694490100,1410249886290,2017081207880,1209744685850,2189730080870,2314402042090,3536978716375,2829550108180,237872295410,351212994010
"205",20161021,11490440336450,455206388757.5,1406427269690,2022507308070,1207026171520,2173475621620,2319057491460,3558330281480,2821944646580,236731224050,351081458450
"206",20161024,11535403482530,456708160040,1411454472820,2038995844610,1211218888200,2168828267580,2318839196793,3596373005590,2824903985570,237933455760,352098364630
"207",20161025,11451030690640,461874368580,1413247647080,2019599103590,1216391009810,2155587178315,2311515499095,3595195027480,2807261523590,239120859060,351583424770.3
"208",20161026,11124055462770,460302827185,1417248900150,2009666770490,1212505183370,2147526064852.5,2311648589018,3567445140760,2790713847860,240164778940,347073087130
"209",20161027,11133889187440,457018844996.3,1401934203490,1999541316520,1207980638530,2154252672445.5,2315701915450,3538744623180,2767564043460,238903266100,338378972610.4
"210",20161028,10898511404510,457644590426.3,1410227491750,1981160439370,1203670608900,2106543946010,2302394533368.4,3533608950980,2764376029100,239418562110,341470779720
"211",20161031,10775377525930,458795794405,1409993134200,1985330020980,1202354634300,2101953214200,2297301183380,3546629990820,2768178693540,244075473320,346580023180
"212",20161101,10877282147370,456460950635,1400556856620,1967482078040,1197580252360,2090615294597.5,2289107552412,3511339091660,2749151716870,239876811530,339862968600
"213",20161102,10717954783680,452424390305,1396276219430,1944380125600,1196672695560,2081748235610,2268859131567.3,3494482491860,2716309910330,237445635240,335667324480
"214",20161103,10686017799050,450565604450,1389036551810,1937593365260,1192590442820,2057344688920,2265117413402.7,3472619365870,2695938084630,237933479720,333533967470
"215",20161104,10595811900190,446142725930,1389170922620,1924587312160,1182033576300,2063365519280,2256624473940,3459061634460,2688669809910,236426718540,336818591966.3
"216",20161107,10969127759600,463159906940,1422415570260,1958530100310,1198305466360,2095623817390,2321497199546.5,3549788132265,2738829946670,240157591660,342024844630
"217",20161108,10893694560080,473544541067.5,1428285054940,1972944879890,1210528816280,2101707515174,2321579121720.2,3554696998680,2755512771070,241602803000,344394637810
"218",20161109,10774148978640,486240105140,1459693125120,1951783756810,1193753731610,2173128296780,2367991627740,3529868004610,2733367222690,231961358780,335717626024.9
"219",20161110,10578956707690,493854138494.4,1487600033670,1931431633720,1160097319710,2186172076560,2409926408920,3458263461970,2688590602780,224993377060,329615166444.9
"220",20161111,10384528677900,488156059424.4,1493446665140,1934817721590,1157647969200,2157968999960,2405813635780,3490134915600,2663790235280,223803427160,329427911100
"221",20161114,10398897640320,489404644874.4,1498458139570,1910715804700,1138844009680,2141244919705.2,2446003279910,3413909115790,2636040668090,223753969060,335648476890
"222",20161115,10631907226440,475025568420,1499720245550,1930941349750,1148048411250,2143492910500,2461125553040,3448806311300,2674213882620,227736322260,333067158820
"223",20161116,10505182759610,469047256110,1488809287270,1939980596970,1144029729220,2129955300400,2418042057878,3498433418870,2671201498280,225575356360,332979846550.3
"224",20161117,10487487746880,472041653400,1491560054340,1961600695000,1139500940890,2134193705826,2433438102886,3503106074060,2690515092220,224709180840,328842562287.6
"225",20161118,10591780217990,467028490860,1492094024950,1961567117530,1130603747400,2105260092250,2426238869154.4,3507518241420,2679671733330,224134635460,329741420470
"226",20161121,10761702673820,476299009257.5,1499147105880,1974011331140,1141738865340,2106877858050,2447161627159,3535041205740,2693669731010,226611999820,328128102241.8
"227",20161122,11012140179320,494283466520,1506905316160,1987323346137.6,1144730191900,2070926638610,2457233969364.9,3549065861460,2707031596460,226619597940,333418330910
"228",20161123,10910629575770,498750333910,1517922649300,1991491082510,1140886906230,2073457795148,2468197622620,3531820015470,2700220681610,225491812300,330572394830
"229",20161125,10821733274240,498841626435,1525426642680,2006254926270,1151636916200,2092256272160,2479935722902.1,3541040009950,2707906141840,228141653220,332167442290
"230",20161128,10771612261030,499333421565,1516548916820,1997961168480,1154703419670,2074154377140,2442598576011.6,3531295529190,2719748843910,232085522580,334460878350
"231",20161129,10644377332950,492153800255,1518046495580,2001266538010,1152682410840,2082772947040,2456874946331.5,3530412450290,2725928568380,233577010440,337206472531.1
"232",20161130,11141917890960,491007940410,1516233796990,1990382472220,1136222053250,2069540844336,2483837684150,3503888090290,2707754269420,226074531200,333352157161.1
"233",20161201,11244111295590,492904844760,1528191568090,1964304961550,1125349992440,2051595955480,2502714177472.4,3413878103020,2702801237600,223895707820,327110096360
"234",20161202,11191826534670,495109851290,1527096257790,1954107904830,1132680393980,2064469832280,2492056816680.4,3430080759170,2696048305260,226627384060,330450151587
"235",20161205,11103671569510,502495081020,1524755379960,1973854607000,1136415283400,2065448570810,2520716545916.1,3457733862490,2698678625160,227240058660,332916274637
"236",20161206,11100269414420,499253952630,1527067599850,1975303615210,1139871716690,2067036173600,2581684415270,3476915817300,2705803142990,226622459140,333946945860
"237",20161207,11214289102900,512525686355.8,1551754378610,2014279671200,1152650318220,2054535757510,2628988084332.5,3541984156230,2749015139910,229703722040,341895350620
"238",20161208,11248448530300,514055522590,1543339460580,2014354689650,1142701437010,2049445967380,2640976504161.6,3549397572300,2739982759180,230240173340,343516361770
"239",20161209,11184923654690,509172365530,1550572570820,2023549115370,1154760811160,2082021715210,2643423858650,3573702569510,2751477903678,232625285940,343164174010
"240",20161212,11137516457080,519068808150.5,1546916810200,2009487101770,1164378520110,2098183487874,2600307464846,3560469887560,2731736975968,234516427860,346716848870
"241",20161213,11590578831930,511398219030,1545729292580,2030288035210,1170890495270,2120438449240,2621166748035.2,3608908889560,2748447754688,237473987680,348105556030.4
"242",20161214,11300964334050,502373141100,1528927465120,2010503273710,1156348788710,2108053911660,2597911642055,3588771590530,2734102259708,232658617380,340646710020
"243",20161215,11257087469090,500018379660,1528067800560,1997111097350,1154860809310,2120563876680,2608827042646.7,3607210814430,2737279420218,234323699720,338493001586.8
"244",20161216,11255765630840,490502925930,1528298933690,1992824889810,1161296232650,2126103612930,2589566495770,3570609415310,2717676146168,236840040260,342941706180
"245",20161219,11181446388150,485547964600,1538988970010,1998523103830,1162600182530,2118472844880,2574174000710,3588145940750,2730612056220,237957179780,346741502790.3
"246",20161220,11164072734570,489026885210,1549414881490,2010231973780,1162067280050,2115835939470,2586642616812,3599330616700,2746866069490,237986280700,346766863260
"247",20161221,11093334806580,487801388330,1542478065470,2005811357820,1160486762050,2103515390960,2582895616164.2,3589418347260,2746469605250,236992606120,341905991788.9
"248",20161222,11013181436170,480954411215,1540679204240,1988116373840,1156395411930,2104742145410,2572845725770,3575159162930,2739367579360,238182400680,341912461076.3
"249",20161223,10883004545300,478382932850,1540636387970,1985557373770,1158380797330,2113971403460,2566066759200,3584557976390,2725255166128.8,238269802480,342483810820
"250",20161227,10954269729940,481137257810,1543000019910,1987753989700,1158384198280,2115435980820,2569083513982.4,3598746339290,2731963315438.8,238195450900,343552624730
"251",20161228,10950088438410,486281035350,1530677137190,1978113878380,1152916636560,2101803270320,2552610783080,3576432226290,2723209482218.8,236814971900,340786088917.2
"252",20161229,10921526548010,483802616780,1531211192840,1968679758130,1158484949640,2109230496290,2542709893519.3,3579814210900,2729209173780,239566732400,344080672387.2
"253",20161230,10908424124780,479136064280,1525954622510,1955093571950,1157165411330,2109615223350,2555020550427.5,3545020551370,2711223735720,238315103700,347322079390
"254",20170103,11063119035170,490431372962.5,1533418788630,1968490341180,1154869056410,2129350955033.2,2590037495180,3576241560560,2746569051270,237407919680,348468083521.3
"255",20170104,11140444287450,492683017107.5,1541051064050,2000439956780,1156967399800,2140620381941,2614155312420,3579371036610,2765363036820,237700412080,352659585839
"256",20170105,11354441140450,493799890570,1539456119480,2015662015990,1163568674880,2158402569041,2609436110136.2,3595458649440,2806251463420,237955630720,355683876024.1
"257",20170106,11289385272090,488839692640,1547495942890,2023500886380,1159561705350,2170365551190,2609536765820,3613491482710,2792157807300,238409524780,356374469620
"258",20170109,11184083864390,489190751220,1538523792700,2026509884810,1155493120100,2181294068130,2591384995270,3622824287100,2792594673850,235725497640,354512518769.7
"259",20170110,11265554945520,506674247377.5,1540482698730,2039483905890,1145411821120,2175588883460,2605002095702.4,3619964344470,2797513114140,235213745380,350019044970
"260",20170111,11413778406690,514438374740,1547843986680,2042372970170,1146587926450,2157318092230,2633861186606.6,3640558266640,2812117950830,236798094200,347838201458.4
"261",20170112,11344361487550,520108237927.5,1543020375350,2044405994090,1146817361330,2154790239190,2622493673060.4,3608779030430,2809891567650,237225116800,349571050475
"262",20170113,11460895621150,520474670367.5,1547057604170,2052320113160,1143598283360,2159169557300,2628548459413.1,3615302039400,2828398435590,236547444100,348692746860
"263",20170117,11481255943480,520400677307.5,1536355144920,2047425069940,1156824889060,2152641433350,2593948799699.9,3614962318120,2827490648686.4,239166029180,351605144560
"264",20170118,11453550041630,524110679670,1540074857640,2047370657350,1156408013320,2143382804610,2611279694950.4,3620751717250,2830005324906.4,238860394000,351884175550.2
"265",20170119,11388011388170,522133859890,1552639016590,2047483847530,1152583903660,2126425197200,2591333360120,3619298057590,2829046851275,237372053740,348889244840
"266",20170120,11358237404740,523063903130,1552073999220,2046728348850,1163432259610,2133947708980,2597940089320,3648035997830,2838933229990,237679150060,351514606430
"267",20170123,11300029177060,527769978850,1542408048200,2058999470650,1153943445260,2124340050700,2598408221160,3645950937390,2861169273520,236429325380,353316767220
"268",20170124,11321784323870,544205338455,1554455285480,2072863217670,1163181429050,2108309912190,2628797294520,3688465202240,2861555305510,236065787540,353013882980
"269",20170125,11427236615490,545933941910,1567517414340,2096844570040,1162004146990,2125034538250,2673722330785.3,3728726964310,2871976946090,236432764380,349786881348.7
"270",20170126,11453616732280,541959720110,1567773444960,2089894737960,1152154386890,2120005017720,2681463440739.3,3719385925400,2887659302430,236340867540,349558007340.3
"271",20170127,11347216822640,541664563220,1569017987970,2074365541120,1148061354650,2136390236020,2675512967445.8,3736760005010,2888828370370,236993535800,346235353890
"272",20170130,11246617307470,532812981592.5,1557375766990,2063257783230,1148231488420,2128800843620,2650169127335,3719472863030,2869947275990,237598863080,345087712421.5
"273",20170131,11296575748010,535907359660,1540364243600,2056098182120,1152553682790,2156966876070,2639053288135.3,3691241537880,2871482689070,241340719700,348161563573.4
"274",20170201,11272720490130,540467860694,1537279861190,2054299343420,1147573592160,2165514383030,2652802317963.1,3719644968200,2872938772060,235977094060,343542575460
"275",20170202,11285818693850,533260049310,1533794763160,2058230914990,1156921560150,2159529316740,2641831748478.6,3717410501300,2860556816290,237322674720,347925123230
"276",20170203,11278231322080,521897467890,1544158208910,2054267786650,1163301834300,2174806715620,2687690163710,3745226973410,2857187580570,237405150220,349420344528
"277",20170206,11150980367010,519693410880,1543120775120,2051850675070,1159518959290,2174429465450,2685938394530,3743791722670,2866880721283.4,237465171160,347607892100
"278",20170207,11048053283720,516496088920.5,1548864152390,2051341116530,1169331722960,2172026530700,2684011775260,3747020647370,2869066215650,238091014100,346537278420
"279",20170208,11114987219380,513708582240.5,1544454028100,2066784334235,1176470188820,2167896351540,2667750078510,3741237705890,2879795286920,239966433060,349765485591.5
"280",20170209,11084541941350,522548869872.5,1549543248390,2068959847175.5,1179661966070,2179708391390,2697926504100.4,3744149323400,2877681569530,237132468480,349719874950
"281",20170210,11271807689660,533089184542.5,1559684062550,2081561208505.5,1170332948870,2185592501770,2699221525210,3759001278010,2885976342680,238864720760,351472928519.7
"282",20170213,11228221882810,543430861300,1575448110110,2095651718675,1173109840370,2195902987840,2725593663086.7,3808156729210,2891541827510,239985110060,352778361020
"283",20170214,11188578305920,543115006810,1576844451030,2100750459345,1177304679450,2204649354130,2747787172100,3812573004730,2880108653170,238894485220,350511083519.6
"284",20170215,11115663270760,544015821463,1582009576680,2105800718022,1185915346090,2225940806390,2778087656170,3837335165690,2874583564445,236865675820,348958995910
"285",20170216,10995918916890,545698772758.3,1583967745180,2097968897052,1192275896050,2236193404590,2774224545229.4,3858723788770,2879418639110,239388402240,350687093830
"286",20170217,10951934206090,541612289588.3,1586229299420,2102851315912,1206970020220,2243048258630,2764816535736,3865884939330,2876460789870,240215182580,351773627830
"287",20170221,11117933954840,546259616740,1592462499570,2120264335120,1213479228810,2249472769112,2732767256622.8,3881292044350,2889933973060,242786663920,355790603250
"288",20170222,10982510298130,538824138973.3,1588658032730,2125947039670,1216877499220,2241219907540,2723485247499.4,3874739345550,2897801097690,244772100010,355122442900.3
"289",20170223,11039726514680,529581938800,1578293592450,2113966655740,1217418488290,2264412848990,2718221142540,3863760452540,2888465998330,247291498930,357985695534.8
"290",20170224,10895691886890,521169999082.5,1584031017900,2109480247765,1224738606910,2270017596710,2687861702137.6,3876094871110,2895957293310,251364980420,360628107270
"291",20170227,10849317725890,524230017322.5,1584407151680,2112445996665,1222639042450,2273498737080,2689044734419,3859035187420,2886053530000,249878587790,361952339352.9
"292",20170228,10774499230960,517329292147.5,1578756675130,2105673485825,1224684475850,2268713742360,2679234041090,3847685715280,2864062380900,252153061720,360751802630
"293",20170301,10825874824980,530427102080,1602065044860,2133655674360,1226846070500,2278076384380,2733105321650,3892049391640,2891653580120,248756553170,360034122780
"294",20170302,10655616931370,519332066660,1590176548670,2124093335590,1219509030370,2275743370160,2703381082039.5,3859622396090,2868443399790,250964036380,358553013539.6
"295",20170303,10733704841980,525788303360,1590819051600,2125426864780,1222981092480,2287329474170,2721995895754.2,3866487478670,2874617763720,250126088950,356719291660
"296",20170306,10702637285370,519756940230,1588163465100,2114834993330,1216270748790,2278438749520,2707299372337.8,3860728806710,2861893495410,249462056190,355927771550
"297",20170307,10715790949250,517921168630,1585172656340,2110098831180,1217085541650,2262385350540,2698804505211.8,3878355949450,2862117174400,249479591790,355352799230
"298",20170308,10449526240100,506499218570,1578106256560,2112516256220,1212205859760,2263424538370,2694975105481.1,3877107634840,2864461821360,246329252620,349438886200.3
"299",20170309,10431613278320,498891087290,1573306876120,2111916360530,1216732008700,2279181831800,2700744001847.1,3865999329820,2869426948660,245461271250,345658509164.5
"300",20170310,10409832334880,498699159397.5,1582974462130,2116392688586,1224000963530,2287139300290,2695679299899.3,3885383342870,2874827932610,247283964830,346752956550
"301",20170313,10492953191230,507156678078.3,1582004802590,2129131867830,1223200104020,2287831558190,2716336877998.5,3892918313810,2883132965680,247967073000,346477508910
"302",20170314,10330839926330,502880322040,1568393031640,2121967216980,1223186141410,2283666286100,2701755634980,3876783261860,2865532687340,248039963350,345861855010
"303",20170315,10533728273560,524590123340,1582270110710,2130622448430,1232993355540,2306383338170,2713253698654.2,3916089771880,2888288251850,251743626330,352284047690
"304",20170316,10642785486190,522222989397.5,1576548259320,2139768451240,1238197079610,2296775480030,2734057604566.9,3942686760360,2907446838770,249168927110,351137035610
"305",20170317,10655302767450,523649365360,1585769173540,2138949593030,1236629543510,2283493435340,2704324379915.6,3949280248320,2926568385263.4,250181680010,351454953786.5
"306",20170320,10719089876060,526617488750,1581240945890,2140468150590,1240424197410,2283851317360,2689695348721.8,3963403381510,2969144489403.4,248683667200,352896074690
"307",20170321,10552952547270,507946040360,1561078191540,2111216116510,1240431401140,2269458745860,2638114882470,3914387258900,2929183709690,252502236810,352789176330
"308",20170322,10594187507650,509181196610,1567004440800,2114079349770,1239507016410,2268764640350,2634981268023.3,3948004961600,2939153652810,253134020010,353925752337
"309",20170323,10768694835090,508044399407.5,1564739539350,2121675242930,1236389222600,2262858562110,2641241240970,3936831003160,2894477543790,252011595450,356401808240
"310",20170324,10802619538240,503605103257.5,1560409439510,2126023463780,1233703633090,2258866922276,2640066913030,3945370739560,2886935497700,252758265030,355988167210
"311",20170327,10870939812800,499152904557.5,1555026073010,2130396466860,1236655867780,2267547066976,2641887347494.4,3957760337140,2879315551780,251295700810,353375516129.7
"312",20170328,10932505867630,507768848278.3,1569769479430,2143812841770,1241483818580,2265190730990,2670293335086.4,3986679164380,2882483944180,251190634930,355294922810
"313",20170329,11006886672780,510173962655.8,1568322733730,2152061702790,1242612915570,2262560681160,2663362341840,3974775419100,2885467831000,250435253400,356543433249.5
"314",20170330,10951128119510,510274195462.5,1576621223430,2151675565660,1242169576520,2261271830690,2683150042000,3981320674440,2887744839410,248382148880,356937994245
"315",20170331,10888709075380,504452172370.8,1570986034350,2146874825820,1239518694290,2256600311250,2666539650247.2,3975066367490,2885339874340,248942581830,358689016500
"316",20170403,10925537467660,502923560250,1568821361750,2149232697510,1236872858890,2256040557130,2658291458210,3969048185270,2897847142790,249411495990,359718841597
"317",20170404,11014036584900,507610323660,1576056148900,2147781148760,1240676272210,2263476729520,2655896860800,3971344728210,2902170123010,250160013470,358297085500
"318",20170405,10986379066120,507113526490,1569959957430,2147389169480,1237778177040,2253069941610,2645526464370,3960730813610,2891435966510,251571082250,359736286370.7
"319",20170406,11045059618370,509928194862.5,1573934353310,2143720690760,1235391139250,2248022910860,2661437397368,3958060736540,2874559841990,251017205070,360937257870
"320",20170407,11124156729660,508832947290,1576023818730,2143582273480,1240969495550,2249549657060,2654851012560,3956110115350,2870158048835,249293756200,361779656197.9
"321",20170410,11101707069160,516545920507.5,1577792238850,2160623192630,1243653156690,2242491154510,2655006047305,3939540892190,2860176848840,249824912210,364439956680
"322",20170411,10994153793510,519106922670,1578848688060,2156514637180,1244721466020,2246787919040,2655264277875.1,3921652125080,2846202126370,249293839990,366411340656.7
"323",20170412,10982749684660,501070272135,1560415561080,2145877278550,1251663308300,2250844910010,2642557877717.1,3904948755550,2853361742330,250951205780,366377117027
"324",20170413,10880445045180,496444596555,1551718023540,2130979233000,1244294321630,2241659935350,2606023956886,3878100451520,2841694803210,250245955090,365664919963
"325",20170417,10958006919410,499455460310,1566677090690,2159784692212,1253668401070,2248367553660,2642218054548.4,3908807048720,2865558665930,251100453650,369469020183
"326",20170418,10768976011030,491473630500,1563983397230,2156515414470,1260638485160,2225683143790,2615823375630,3900851138880,2852491778860,251642988430,370111256449.7
"327",20170419,10570362826610,490860255190,1565444584940,2154143995760,1252060096050,2222441171620,2601074857440,3881212217760,2847658860270,250156245080,369110341730.3
"328",20170420,10650388098050,498882686240,1583862024140,2178143817750,1245637399250,2231221988060,2623087071111.9,3917817673930,2864236762240,249289903920,369064446000.3
"329",20170421,10607151940040,496052964870,1584614938430,2182770364270,1241652956860,2220052941890,2604498132430,3926411688790,2856986779950,250725991270,367055067310
"330",20170424,10658463534680,503282764167.5,1604314526340,2202165585290,1259582259380,2245428404250,2675584323390,3980395060640,2859572915680,251795527380,363774857729.7
"331",20170425,10741835960640,508056723290,1609930292890,2219896526740,1264171444360,2261442510090,2701949495560,4005722155110,2880855761570,251340440830,364889999520.9
"332",20170426,10683088902100,505076725080,1606151476180,2227415238170,1252169782540,2263055146520,2695742693842.4,3990688085380,2887671482710,250747509020,362069955786
"333",20170427,10572698887340,495062701050,1611314680560,2235142401500,1248891496040,2269694066100,2680326810192.1,4011848238350,2888673588720,251450079890,361808898635.9
"334",20170428,10645294754320,499497460975.8,1606311898520,2233289932360,1250920809750,2269852533750,2665541999863.4,4005428082530,2907077565300,250562218240,361068500810
"335",20170501,10657466789420,501836958140,1602157433130,2249098307710,1245711719730,2269178619400,2675904069999.4,4040428222380,2914561145510,249223015860,362613431620
"336",20170502,10539156202550,499009450330,1608227873890,2252521361460,1247432630890,2282250937730,2676091948489.8,4068385646700,2914032653480,250122521820,362317556409.7
"337",20170503,10541443661170,486026088430,1612175441630,2243851642100,1248553613360,2278125468150,2685762223072.3,4069050214430,2911124471160,248644683970,358321547810
"338",20170504,10364321219220,482426860160,1613544029260,2241282396840,1266148348780,2295680331610,2707352074845.9,4060606093180,2911131745560,250313375050,358971283410
"339",20170505,10496702604450,491918535370,1622433572900,2249191476420,1270719722400,2294256967510,2714496923581,4083731246190,2939637488720,251771944820,361284886320
"340",20170508,10457562348810,485599230630,1616198869840,2267260810140,1269680089020,2287294755320,2713857646240.1,4108707034450,2940334150730,252095036980,360103023870
"341",20170509,10516937753120,489223412400,1616846004480,2278988022320,1267450295580,2284760246950,2714219361573.3,4126630832930,2944700168630,249645049170,358614631319.1
"342",20170510,10600869841830,494087012977.5,1609333533280,2268481850620,1266667542720,2284425061951,2737766070824.8,4136807767880,2943379674150,250296630660,361106813905
"343",20170511,10576399386470,494237111597.5,1611044246840,2265068454540,1265704006540,2282414592031,2734566152154.5,4133252676770,2935615283810,250464883510,359924011000
"344",20170512,10684943456430,495260965080,1603702345970,2272337679500,1266045026250,2295165269980,2739474968137.8,4145382589560,2935839711810,252111032690,359319738029.9
"345",20170515,10842623382430,500507501553.3,1609387299610,2272815836740,1271793676950,2308373872330,2767976361071.5,4153672613210,2947740283070,253114996250,359808033672
"346",20170516,10817236518560,505561415650,1608657817450,2284318700180,1272263351880,2308376617500,2776388141469,4170019051490,2945648912560,251394840970,358162089192
"347",20170517,10667095314030,497117755662.5,1575515890290,2246034087360,1271226449280,2283741156570,2686555414528.4,4067916560830,2891445534310,252197448960,360517845166
"348",20170518,10677858938060,497869456385,1578263548330,2259043822650,1272464276950,2286872708470,2689354845955.4,4090660997750,2918311883500,253626442730,362039972109.7
"349",20170519,10796643199610,508297552750,1599934530450,2275392821320,1281604483390,2293093311470.2,2715342875240.9,4113078775340,2939099293060,254134996030,363828115487.7
"350",20170522,10766683887330,510369395270,1611713410800,2288426656980,1287778842040,2295476783710,2717512594250,4149502985760,2954228922790,256404902050,365184996250
"351",20170523,10730845709290,507018114890,1615401565730,2279668721950,1288790711380,2299476475460,2733250913673.3,4150993207460,2960529486210,256758194550,365739154410
"352",20170524,10687290153630,507501796970,1617455162910,2283321970570,1295136543940,2305177400620,2734273276400,4164448345810,2969591905880,258658937540,368218850580
"353",20170525,10586799023910,505309136780,1628254288040,2299825010270,1304773739160,2308926520190,2743918426922.9,4185335266390,2988547524330,259982178690,369380890934.6
"354",20170526,10671036914700,503822214090.9,1630047519700,2304092376430,1305915063570,2303556171750,2738594397342.5,4184109140930,2988866206100,259731397280,367058123005.9
"355",20170530,10575553337040,505466189802.5,1629336097400,2306631830970,1303811415950,2306956050050,2729010451309.4,4199516441460,2998791008130,260276593360,366008303381.1
"356",20170531,10444676615730,499203218682.5,1632701141730,2303840834910,1306256127600,2327321058170,2713446079899.9,4183377261650,2984546232720,260949472520,365282034531.1
"357",20170601,10533786607320,502204837575,1642555291310,2321980532870,1314739247820,2342416659490,2735314484924,4207293160550,2994388724590,262778527440,365978238361.1
"358",20170602,10505508175580,505081744835,1653282364750,2340112795120,1320366186550,2357306542320,2730831211540,4255122108390,2996094476389.8,262900841640,369893493850
"359",20170605,10540126447420,500162706705,1647131352460,2336512076750,1322478079700,2351431114990,2730629536546.8,4260552846050,2995293609150,261685064050,368973864510
"360",20170606,10466711295980,503100159790,1637590067020,2328458129970,1317451202950,2346812650630,2737087655010.9,4258391677160,2985387069230,261500496940,366763211790
"361",20170607,10330234463090,501224221045,1635724455870,2336719558300,1314025269170,2348322897070,2751136652554.9,4265823937650,2989436184950,262250813820,368269960230
"362",20170608,10324492831080,506840714640,1641848525550,2371619256670,1299850283980,2341663003190,2774337558639.7,4280512361170,2983166455180,260264950950,367096471920
"363",20170609,10344108774800,507288037044,1646312356210,2335204423320,1299137727440,2352547684650,2802347896950.4,4171861961570,2933349533020,259835195140,367917394970
"364",20170612,10335701780660,502635365200,1655571982520,2327044876130,1295752307890,2351660636090,2788386241117.7,4126459395540,2925542339530,259533958810,369210837912.6
"365",20170613,10429074239080,508016401420,1659372381010,2337455923638,1295657890240,2352974964100,2798609221080,4161726837570,2939000890900,260230130760,369701664530
"366",20170614,10266944541280,501175932370,1659394886110,2335967314880,1302021551300,2362064306520,2791091611242,4146976446170,2936782548430,261729644180,371609396010
"367",20170615,10199379649510,496353807704,1668764987340,2317741386560,1300858611400,2355452858770,2779543191152.6,4125380816190,2928084202310,263234901920,373390844590
"368",20170616,10261581985670,497901558533.3,1676972006910,2328526249140,1294616500550,2364256572780,2780875495966.7,4130244828760,2932432728750,264217117970,373205714930
"369",20170619,10298176875430,501200927152.5,1683535399120,2359375420920,1299151978930,2379462897290,2808585012620.8,4190649869650,2959358083220,263285949210,373312395940
"370",20170620,10123336082200,490451043733.1,1665372694200,2342529615750,1298679140870,2383238904934,2777034038680,4161049646990,2922309714460,263326447740,373114356530
"371",20170621,10038198168380,487188921425,1657856394080,2366773777120,1294528979330,2401872726535.6,2763575379060.4,4193268515200,2931280397000,261302008210,373034089840
"372",20170622,10066740887990,489715039058.9,1653432386930,2367557388270,1287038570210,2441263590570,2759015190840,4203425918270,2926621281130,260377669310,372896324590
"373",20170623,10079952748000,491146536492,1660381932270,2369167014710,1287731871470,2436587131535.6,2751853181091,4224156995480,2935347914650,259854447660,373833421730.5
