Date,Communication,Consumer_dis,Consumer_staple,Energy,Materials,Utilities,Real_estate,IT,Industrials,Healthcare,Financials
10/1/09,38.765121,37.540054,49.401344,62.008965,50.36018,43.256626,26.955915,43.683624,40.58427,42.929337,23.899874
10/2/09,38.553806,37.046688,49.603245,61.584194,50.022423,42.884899,26.765263,43.476627,39.953037,42.792915,23.858236
10/5/09,39.151306,37.786736,49.727478,63.106968,51.118092,43.456795,27.500616,43.899597,40.702106,43.023121,24.549417
10/6/09,39.646812,38.465118,50.20892,64.525558,52.114922,43.778481,27.425724,44.763557,41.265995,43.449429,24.840879
10/7/09,39.632236,38.394638,50.379749,65.054504,52.304401,43.721298,27.405298,44.934547,41.2155,43.517643,25.032406
10/8/09,39.515644,39.037785,50.674831,66.69751,53.408318,43.828526,27.929571,45.096535,41.712074,43.517643,25.107361
10/9/09,39.318913,39.099453,50.799061,66.641403,53.44128,44.078735,28.167881,45.690498,42.031895,43.986584,25.323875
10/12/09,39.406353,39.143497,50.814583,67.54705,53.556606,44.30748,28.127026,45.789505,42.040325,44.182674,25.473763
10/13/09,39.457355,39.205173,50.736935,67.531029,53.836708,44.100174,27.732119,45.825493,41.939331,43.773422,25.240597
10/14/09,39.8144,39.865936,51.000961,68.693146,54.907669,44.250294,28.74663,46.536457,42.982964,44.37878,26.040041
10/15/09,40.164158,39.9188,51.435802,70.063652,55.130123,44.61488,28.501513,46.365467,43.100796,44.643093,25.815195
10/16/09,39.697819,39.610439,51.560036,69.895332,54.421619,44.657772,27.752539,45.90649,42.663143,44.506668,25.290558
10/19/09,40.215164,40.218334,51.963821,70.784966,55.12188,45.279697,28.351713,46.356472,43.100796,44.941517,25.34885
10/20/09,39.705101,39.724972,51.839596,70.272026,54.545189,44.815029,27.82745,46.356472,42.865124,44.438461,25.165646
10/21/09,39.428207,39.222801,51.404739,70.015541,53.787273,44.822186,27.473379,46.176483,42.39381,43.833103,24.724298
10/22/09,39.690525,39.865936,51.490154,70.520485,54.520489,44.929424,28.195118,46.356472,42.738876,44.148567,25.365509
10/23/09,39.034729,39.548779,50.962124,69.021751,53.424797,44.207405,27.861483,46.221478,42.073986,43.696686,25.007433
10/26/09,38.036449,39.275642,50.597172,67.747444,52.213783,43.628368,27.7934,45.99649,41.568993,43.261848,24.441156
10/27/09,37.905289,38.473934,50.651527,68.204247,51.686535,43.456795,27.39168,45.546516,41.097679,43.364166,24.274607
10/28/09,37.562813,37.302174,50.348686,65.928116,49.923557,43.070763,26.241005,44.673557,40.112942,42.682079,23.550116
10/29/09,37.883434,38.315346,51.187309,67.699341,51.488819,43.46394,27.439344,45.546516,40.862011,43.099854,24.424503
10/30/09,36.979881,37.302174,50.263264,65.086563,49.561081,42.598957,26.962727,44.376583,39.700542,42.468922,23.441856
11/2/09,36.819569,37.566479,50.768002,65.439232,49.989464,42.463123,26.955915,44.511574,39.978283,42.741741,23.541788
11/3/09,37.10376,37.742691,50.542805,66.384941,50.697956,42.420231,27.350817,44.502579,40.643177,42.809963,23.633398
11/4/09,36.972595,37.654583,50.68259,66.264732,50.640285,42.656136,26.765263,44.790565,40.550594,43.227749,23.34193
11/5/09,37.570107,38.667747,51.000961,67.45089,51.950165,43.428204,27.371254,45.834503,41.627914,44.037731,23.866556
11/6/09,37.672127,39.011345,51.171783,67.218468,52.123169,43.306671,26.921867,45.915497,42.048733,44.191204,23.783287
11/9/09,38.349777,39.830688,51.84734,68.564911,53.795517,44.100174,28.249584,46.869438,43.109219,44.864769,24.591059
11/10/09,38.18948,39.883545,51.924999,68.653084,53.844948,44.30748,28.038511,46.860447,42.87355,45.103512,24.474466
11/11/09,38.459076,40.121429,52.088062,68.645065,54.314526,44.157364,28.562792,47.184425,43.151295,45.214344,24.815893
11/12/09,38.000027,39.654495,51.746395,67.122299,53.787273,43.571175,28.27001,46.896439,42.629475,44.924454,24.391195
11/13/09,38.13118,40.200714,52.103592,67.571098,54.17448,43.957207,28.651299,47.337414,43.025047,45.035294,24.382862
11/16/09,38.663105,40.879093,52.5462,69.334312,55.476109,44.579132,29.345798,47.823395,43.950863,45.649185,24.682657
11/17/09,38.903561,40.658852,52.670444,69.246147,55.962173,44.436161,28.835146,48.11137,43.875107,45.700336,24.724298
11/18/09,38.881702,40.588367,52.66267,68.92556,55.945686,44.250294,29.359415,47.805386,43.706776,45.819698,24.915827
11/19/09,38.480938,39.962837,52.398666,67.298599,55.080673,43.692699,28.685339,47.06744,42.957726,45.478661,24.457813
11/20/09,38.633957,39.733776,52.453026,66.553246,55.07243,43.778481,28.481079,46.743454,42.814632,45.717388,24.341228
11/23/09,39.435493,40.077381,52.949986,67.54705,55.566723,44.35038,28.841953,47.472408,43.403786,46.169281,24.624357
11/24/09,39.668667,39.954037,52.996567,67.875671,55.418442,44.529091,28.412996,47.25642,43.277534,46.535915,24.466143
11/25/09,39.82169,40.359314,52.926689,68.621033,56.184601,44.936565,28.528751,47.373417,43.546883,46.808743,24.432831
11/27/09,39.282475,39.777836,52.414192,66.905899,54.850021,44.214561,27.698065,46.617466,42.806225,46.314228,23.791615
11/30/09,39.231464,39.645679,52.189011,66.994049,55.113625,44.564831,28.733002,46.698441,42.856709,46.186337,24.366213
12/1/09,40.01115,40.174282,52.880093,67.99588,56.052784,45.308304,29.155155,47.400414,43.504784,46.697895,24.424503
12/2/09,40.426479,40.33287,52.903385,67.555069,56.827187,45.851593,29.631765,47.400414,43.563698,46.842846,24.441156
12/3/09,40.258888,39.945229,52.507381,66.497154,55.904495,45.92308,29.298141,47.26543,43.260715,46.552956,23.983145
12/4/09,40.666943,40.341686,52.864567,66.040321,55.443165,45.808704,30.162848,47.724407,44.018196,46.697895,24.432831
12/7/09,41.279018,40.465019,52.934441,65.928116,55.607918,46.187584,29.529633,47.580402,44.035027,46.604118,24.141369
12/8/09,40.856396,40.183102,52.305485,64.790039,54.751144,46.073208,29.359415,47.247429,43.445869,46.254539,23.891548
12/9/09,40.805389,40.13905,52.282196,64.806068,55.484356,46.151836,29.298141,47.679398,43.445869,46.476231,23.949841
12/10/09,41.031284,40.614792,52.453026,65.591484,55.319592,46.687996,29.182388,47.778389,43.555286,46.987801,23.92485
12/11/09,41.373741,41.055305,52.748104,65.679657,55.410206,47.445759,29.652191,47.652397,44.060272,47.013382,24.108059
12/14/09,41.432034,41.487011,52.911152,66.304787,56.283463,47.667366,30.190081,48.147369,44.582096,47.499363,24.274607
12/15/09,41.184292,41.310799,52.66267,66.577293,55.723251,47.53154,29.890499,47.922386,44.439018,47.516422,23.941515
12/16/09,41.286312,41.469383,52.55397,67.106262,56.30817,47.431454,30.108368,48.174362,44.422176,47.371475,24.049772
12/17/09,41.031284,41.020061,51.886173,66.601341,55.039501,47.174107,29.924534,47.634407,43.984516,46.91106,23.700008
12/18/09,41.351891,41.108158,51.738632,66.841759,55.113625,47.338528,30.121986,48.345367,43.934029,47.073055,23.9998
12/21/09,41.818233,41.698437,52.220074,67.627213,55.75621,47.538681,30.530516,48.849339,44.312771,47.618725,24.291269
12/22/09,42.372772,41.784702,52.441658,67.930435,56.101151,47.292622,30.850542,49.093437,44.46209,47.896408,24.449486
12/23/09,42.470066,42.024788,52.648914,68.442604,56.969772,47.386433,31.218216,49.455093,44.590061,47.931438,24.382862
12/24/09,42.55238,42.069256,52.784431,68.719017,57.404091,47.703926,31.669241,49.925236,44.786316,47.931438,24.569801
12/28/09,42.829281,42.042572,52.927898,68.897835,57.387371,47.761654,31.820974,50.006603,44.675388,48.062836,24.536274
12/29/09,42.776901,42.140392,53.047462,68.410088,57.35397,47.776089,31.345093,49.97044,44.743656,48.036556,24.444059
12/30/09,42.702065,41.971443,52.999622,68.353172,57.36232,47.732792,31.393375,50.160297,44.590061,47.975243,24.444059
12/31/09,42.290455,41.589066,52.36195,67.77597,56.644047,47.032852,30.855452,49.608795,44.009872,47.46719,24.343475
1/4/10,43.195992,41.918079,52.896015,69.889671,58.356236,47.242111,30.724405,50.449619,44.828979,48.124149,24.787756
1/5/10,43.487846,42.184849,52.943832,70.605049,58.70702,46.801941,30.689934,50.39537,45.025211,47.826324,25.064383
1/6/10,42.799351,42.229317,52.935871,71.418007,59.533863,47.011215,30.634754,50.042767,45.136147,48.097874,25.1063
1/7/10,42.642189,42.593891,52.935871,71.247276,59.274944,46.801941,30.965786,49.852901,45.690742,48.264297,25.592495
1/8/10,42.447617,42.629459,52.648914,71.783836,59.918087,46.751442,30.738194,50.241669,46.296539,48.439491,25.491903
1/11/10,42.485035,42.576107,52.832253,71.726944,59.717613,47.112228,30.917511,50.024689,46.731689,48.684761,25.483522
1/12/10,41.95369,41.989227,53.071373,70.596924,58.556675,47.011215,30.400261,49.364677,46.262417,48.351898,25.173363
1/13/10,42.148262,42.469391,53.438046,70.954613,59.091209,47.444157,31.014076,49.90715,46.54398,49.070168,25.408072
1/14/10,41.796532,42.478294,53.406155,71.149734,58.539967,47.292622,30.986485,50.223587,46.501316,49.394264,25.575737
1/15/10,41.272667,42.113712,53.103264,70.572525,57.997082,46.967918,30.751993,49.599747,45.963776,49.105198,25.131439
1/19/10,41.684277,42.531654,53.438046,71.231026,58.990986,47.545174,31.379591,50.28688,46.373325,50.103786,25.433224
1/20/10,41.055645,42.069256,53.039497,70.060387,58.080608,47.068935,31.027866,49.63591,45.776066,49.779682,25.424839
1/21/10,40.546749,41.526825,52.218475,68.686493,55.66684,46.405071,30.138197,49.147694,44.811913,48.702274,24.838049
1/22/10,39.873219,40.735424,52.019203,67.028069,54.388977,45.459797,29.379568,47.303299,43.98428,48.089115,24.041691
1/25/10,40.239922,40.922153,52.122814,67.540215,54.806572,45.74844,29.586472,47.601658,44.163445,48.159187,24.192581
1/26/10,39.686119,40.922153,52.043114,67.109344,54.255333,45.86388,29.310596,47.601658,44.095188,47.992764,23.88242
1/27/10,39.760967,41.055531,52.154697,66.711006,53.96302,45.596901,29.572678,47.881939,44.120785,48.220501,24.385378
1/28/10,39.274525,40.824337,51.987316,66.052505,52.868889,45.236103,29.317507,46.598083,43.514992,47.826324,24.259642
1/29/10,39.012596,40.539776,51.859776,64.873726,52.02533,44.91861,29.151978,45.549316,43.062782,47.668652,24.125515
2/1/10,39.356842,40.98439,52.274277,66.832947,53.762562,45.171158,29.683027,46.281651,43.642982,47.835094,24.435675
2/2/10,39.768448,41.651314,52.935871,67.914185,54.23864,45.524746,30.089926,46.679466,44.46209,48.763584,24.628485
2/3/10,39.461617,41.660206,52.672832,67.263817,53.695755,45.236103,29.600266,46.815071,44.282917,48.290581,24.343475
2/4/10,38.249249,40.379715,51.437317,64.434731,51.524197,44.023842,28.503706,45.440823,42.866539,46.932869,23.454897
2/5/10,38.204353,40.184086,51.397457,64.320915,52.334358,43.90839,29.027836,45.865749,42.670284,46.818996,23.689619
2/8/10,38.166924,40.068493,51.253971,63.816895,51.432327,43.4538,28.393347,45.630695,42.252209,46.626289,23.228559
2/9/10,38.638401,40.61092,51.931515,65.133873,52.718552,43.879536,28.303701,46.127953,42.92627,46.95039,23.454897
2/10/10,38.466274,40.459755,51.883678,64.914375,52.526455,43.706348,28.35887,46.028488,42.900661,46.792721,23.639317
2/11/10,38.892857,40.948826,52.338039,66.04438,53.328251,44.031059,28.627838,46.634258,43.600315,47.12558,23.739914
2/12/10,38.960213,41.037754,52.194569,65.898048,53.461891,43.857891,28.965775,46.742744,43.369949,47.16061,23.79859
2/16/10,39.461617,41.686882,52.864124,67.491447,54.806572,44.644405,29.78647,47.411789,44.291443,47.572315,24.276402
2/17/10,39.745998,42.06036,53.246742,67.38575,54.923512,44.58667,30.055433,47.628784,44.641266,47.92268,24.385378
2/18/10,39.948059,42.291557,53.637325,67.784111,55.52486,44.853668,30.503719,48.044674,45.076424,48.080349,24.527891
2/19/10,40.052834,42.460503,53.717037,68.027985,55.817184,45.459797,30.524406,47.990421,45.264126,48.071598,24.628485
2/22/10,40.022888,42.451614,53.645306,67.076843,55.700268,45.24332,30.600273,47.890976,45.272667,48.080349,24.93026
2/23/10,39.521484,42.1315,53.342392,65.906181,54.639534,44.846462,30.365789,47.24905,44.692459,47.528507,24.553038
2/24/10,39.476585,42.72728,53.709061,66.320778,54.723049,44.940266,30.67613,47.69207,45.050819,47.843853,24.955408
2/25/10,39.409233,42.753952,53.717037,66.337059,54.77317,44.795933,30.793383,47.547409,44.982563,47.843853,24.888346
2/26/10,39.476585,42.940701,53.438046,66.450867,54.672932,44.485672,30.779583,47.601658,45.187332,47.92268,24.97217
3/1/10,39.731022,43.643185,53.804722,67.190643,55.683548,44.990772,31.041656,48.370159,45.716343,48.439491,25.072767
3/2/10,39.925602,43.589828,54.083694,67.77597,56.343365,45.257767,31.055445,48.35207,45.84433,48.754826,25.20689
3/3/10,39.940578,43.660965,54.155441,68.003601,56.877892,45.236103,30.972685,48.379196,46.014969,48.59716,25.148214
3/4/10,40.060307,44.043324,54.362679,67.686554,57.019886,45.286617,31.165804,48.605232,46.168552,48.500805,25.391314
3/5/10,40.239922,44.763607,54.689507,68.897835,57.813339,45.734009,32.014076,49.220024,46.893795,49.087692,25.85236
3/8/10,40.546749,44.959232,54.506172,68.832809,57.771572,45.798943,32.338226,49.446045,46.740215,48.930023,25.986486
3/9/10,41.010746,44.977016,54.474274,68.865341,57.562771,45.705135,32.414078,49.63591,47.13271,48.842419,26.053545
3/10/10,41.033195,45.208218,54.362679,69.377495,57.57114,45.777302,32.703743,50.042767,47.303356,49.035133,26.330179
3/11/10,41.280155,45.412743,54.386604,69.336845,57.779926,45.921616,32.896847,50.187424,47.388683,49.31543,26.556515
3/12/10,41.130486,45.546124,54.514137,69.409996,58.197533,45.67627,33.15892,50.187424,47.644653,49.078926,26.439152
3/15/10,41.205318,45.537228,54.88879,68.613319,58.005444,45.806164,33.083046,50.024689,47.721447,49.289154,26.430773
3/16/10,41.422337,45.875134,55.167763,69.288078,58.857346,46.318481,33.883049,50.39537,48.250462,49.455574,26.782846
3/17/10,41.714214,46.079659,55.39893,69.946556,59.274944,46.477242,34.386513,50.684681,48.404034,49.490616,27.101389
3/18/10,41.886337,46.035198,55.351105,68.897835,58.840652,46.267982,34.20031,50.684681,48.600269,49.753395,26.967262
3/19/10,41.729183,45.706181,55.223572,67.987343,58.130726,46.181385,33.827892,50.232624,48.301647,49.753395,26.81637
3/22/10,42.178207,46.381996,55.558346,67.897911,58.882412,45.93605,34.255482,50.702774,48.540546,50.200127,26.958887
3/23/10,42.612255,46.693222,56.068493,68.214966,59.709255,46.123657,34.158928,51.218113,49.163414,50.410351,27.118153
3/24/10,42.193172,46.470913,55.558346,67.824745,59.47541,45.647415,34.345127,50.820305,48.813583,49.954868,27.218746
3/25/10,41.676792,46.63987,55.494583,66.645981,58.256001,45.335033,34.429218,50.901672,48.642944,49.683323,27.269934
3/26/10,41.736664,46.853279,55.550373,66.670364,58.681969,45.429695,34.248566,50.856468,48.847717,49.376743,27.295103
3/29/10,42.013561,46.835499,55.853256,67.922325,59.291668,45.990368,34.352779,50.829353,49.240196,49.779682,27.345446
3/30/10,42.193172,46.879959,55.948944,67.962952,59.375179,45.953964,34.304138,51.100582,49.359653,49.849754,27.194416
3/31/10,42.065945,46.550938,55.630096,68.296265,59.116264,45.815613,33.915031,50.793182,49.10368,49.65704,27.211191
4/1/10,42.402718,46.888851,55.925018,69.54821,60.051704,46.325329,34.088749,50.784138,49.462044,49.928581,27.437744
4/5/10,42.814312,47.529099,55.948944,70.83268,60.92868,46.667557,34.839157,51.480312,49.914261,49.91983,27.756599
4/6/10,42.604774,47.671371,55.765602,70.889587,61.104084,47.068039,35.638229,51.543606,49.93132,49.849754,28.109011
4/7/10,42.148262,47.431278,55.502552,70.222969,60.703175,46.638435,34.853058,51.417027,49.649757,49.6045,27.932798
4/8/10,42.447617,47.867004,55.534424,70.531883,60.8368,46.369026,34.894756,51.426071,49.8204,49.508144,28.142569
4/9/10,42.642189,48.249359,55.837337,71.2229,61.104084,46.645706,35.388088,51.823868,50.101974,49.70084,28.276836
4/12/10,42.642189,48.320511,55.917046,71.418007,60.761639,46.835037,35.16573,52.031822,50.27261,49.622013,28.394289
4/13/10,42.627232,48.613953,55.893139,71.084717,60.661419,46.667557,36.02734,52.194553,50.434738,49.66581,28.427849
4/14/10,42.746952,49.343113,55.988796,71.832626,61.195942,46.703964,36.08292,53.125801,51.100258,49.6045,29.14946
4/15/10,42.739483,49.538742,55.893139,71.946426,61.145828,46.689411,35.096249,53.387997,51.492737,49.516895,29.006805
4/16/10,42.417683,48.871826,55.709793,70.792023,60.151932,46.208817,34.29023,52.718948,50.682171,49.236599,27.991539
4/19/10,42.500008,48.86293,55.82935,70.792023,60.076767,46.252518,34.4431,52.673737,50.605377,49.56945,28.243254
4/20/10,42.836769,49.440929,56.028648,72.222816,60.360741,46.769505,35.026772,53.017307,51.049057,49.753395,28.662794
4/21/10,42.529934,49.8144,55.948944,72.100906,60.385799,46.769505,35.638229,53.225258,51.407421,48.930023,28.578896
4/22/10,42.582325,50.703625,55.909069,72.214706,60.878563,47.060757,36.187149,53.424156,51.910824,48.404449,28.771877
4/23/10,42.627232,50.979286,55.853256,73.91378,61.73048,47.424839,36.66658,53.641144,52.252121,48.868698,28.91452
4/26/10,42.529934,51.192703,55.741684,73.653633,61.688725,47.250092,36.958416,53.56881,52.397171,48.325615,28.478201
4/27/10,42.050972,49.681019,54.785156,71.523682,59.734318,46.492805,35.777199,52.45676,51.031986,47.826324,27.571999
4/28/10,42.290455,49.565422,55.135883,72.247231,60.235451,46.886009,35.888363,52.592377,51.322102,48.106632,27.857286
4/29/10,42.739483,50.579136,55.390957,72.255356,60.886913,47.060757,37.507343,53.089642,52.405704,48.921249,28.562103
4/30/10,42.402718,49.476501,55.048206,71.352982,59.725971,47.184559,36.340015,51.914284,51.245304,48.308105,27.857286
5/3/10,42.78437,50.534676,55.335159,72.068382,60.001598,47.759792,37.54903,52.62854,52.286251,48.632202,28.343935
5/4/10,41.766594,49.005215,54.793121,70.174179,57.830032,46.907848,36.694374,51.046333,50.511532,48.159187,27.571999
5/5/10,41.63937,48.249359,54.88879,69.125481,57.228691,46.521931,36.201042,50.693729,49.846004,48.132912,27.412573
5/6/10,40.644043,46.559837,53.485874,66.589058,55.533211,45.305912,34.714092,48.885494,48.216328,46.783962,26.279821
5/7/10,39.805866,45.581692,53.103264,65.304604,54.689651,44.890865,34.130432,47.872887,47.072975,45.995617,25.919014
5/10/10,40.935902,47.955925,54.601826,68.019859,57.395741,46.318047,36.381691,50.196476,49.743614,47.318287,27.362232
5/11/10,41.040688,48.027058,54.609798,67.580864,56.827785,46.427269,36.597099,50.024689,49.709484,47.327049,27.295103
5/12/10,41.856396,48.86293,55.064152,68.588928,58.105656,46.95882,37.187717,51.25428,50.997868,47.808815,27.655903
5/13/10,41.95369,47.858109,54.817036,68.158058,57.529366,46.776787,36.583199,50.59428,50.409142,47.423401,27.236368
5/14/10,41.444801,46.933308,54.290951,66.670364,56.000935,46.361736,35.422825,49.473179,49.282867,46.608784,26.514763
5/17/10,41.818989,47.280106,54.745304,66.04438,55.85894,46.463669,35.471474,49.581673,49.154873,46.678852,26.531544
5/18/10,41.557045,46.390884,54.522114,65.442795,55.073853,45.953964,34.575119,48.813175,48.549084,46.363514,25.818329
5/19/10,41.287643,46.061874,54.378628,64.686729,54.71471,45.568047,34.255505,48.496731,47.755569,46.214603,25.793163
5/20/10,39.873219,44.2034,52.609062,61.743855,52.1506,43.980671,32.497559,46.733711,45.528633,44.550312,24.576502
5/21/10,40.105209,44.959232,52.840214,62.857613,53.403419,44.155422,33.588455,47.230972,46.279469,44.69046,25.390409
5/24/10,39.918125,44.639114,52.385868,61.345512,52.635036,43.805908,32.838024,46.923573,45.562763,44.594101,24.744312
5/25/10,40.052834,44.968128,51.915577,61.345512,53.202972,43.521931,33.102066,46.833164,45.528633,44.357605,24.886953
5/26/10,39.693611,44.834732,51.532963,61.483707,53.027584,43.507355,33.032593,46.507683,45.716343,44.243736,24.769485
5/27/10,40.868565,46.515381,52.585133,64.052643,55.240891,44.388428,34.846115,48.225502,47.388683,45.093407,25.877068
5/28/10,40.516811,45.919594,52.314121,62.833218,54.388977,44.417561,34.401405,47.764404,46.663429,44.962006,25.39879
6/1/10,39.745998,45.181541,52.210499,59.930962,52.601616,43.419987,33.685719,47.032074,45.733406,44.410164,24.82822
6/2/10,40.786228,46.133007,53.111237,62.564957,54.071587,44.35931,34.345825,48.207409,46.868202,45.505093,25.533049
6/3/10,41.048164,46.479813,53.190952,63.45919,53.737507,44.86174,34.248566,48.813175,47.124187,45.776634,25.449144
6/4/10,39.790894,44.576862,51.796013,61.239838,51.457382,43.427261,32.309952,47.104393,44.922832,44.30505,24.391909
6/7/10,39.439171,43.572041,51.34166,60.565063,50.521946,43.631134,32.136242,46.136982,43.711231,44.191174,23.947197
6/8/10,39.760967,43.883274,52.090935,61.621929,51.457382,44.177269,32.712952,46.164116,44.120785,44.147392,24.341562
6/9/10,39.693611,43.918842,52.043114,60.963421,51.382214,43.893288,32.907524,45.820557,44.120785,43.972195,24.156967
6/10/10,40.71888,45.386063,52.824272,63.873798,53.278145,45.029213,34.331924,47.032074,45.716343,44.909447,24.937304
6/11/10,41.145454,45.519444,52.648914,64.26403,54.079937,45.072891,34.74189,47.592621,45.963776,45.364944,25.105118
6/14/10,41.093067,45.768429,52.800365,64.036377,53.628933,45.269489,35.172691,47.475079,45.997913,45.426254,25.004429
6/15/10,41.908794,46.808819,53.469944,65.873657,55.082195,46.201546,35.957844,48.912621,47.422817,46.179562,25.591776
6/16/10,41.893826,46.524265,53.135151,65.816742,54.940228,46.463669,35.631279,49.003033,47.328949,46.310963,25.56661
6/17/10,41.893826,46.2575,53.53371,65.833015,54.731403,46.798622,35.707706,49.156738,47.414284,46.345997,25.516264
6/18/10,41.833954,46.133007,53.430073,66.206978,54.998669,46.878719,35.596542,49.220024,47.559334,46.240883,25.633738
6/21/10,41.601959,45.652821,53.20689,66.003731,55.132317,46.500088,35.318596,48.831253,47.593456,46.013126,25.524652
6/22/10,41.220287,44.594654,52.704712,64.117699,53.82103,45.415134,34.26939,48.297821,46.390396,45.557648,25.15546
6/23/10,41.519627,44.647999,52.808334,63.548615,53.846085,44.927265,34.359718,48.098927,46.236809,45.417496,25.037996
6/24/10,40.891003,43.545372,52.298183,62.182838,52.451283,44.747814,33.632362,47.203846,45.383583,45.014561,24.562237
6/25/10,40.920937,43.749886,51.835865,62.442986,53.219673,45.005222,34.481071,47.24905,45.648083,45.303623,25.202192
6/28/10,41.1679,43.465336,52.226448,61.613796,52.676781,45.321491,34.074245,47.267136,45.460358,45.242306,24.949581
6/29/10,40.187531,41.775799,51.333687,59.524494,50.747444,44.350636,32.959011,45.368488,43.677101,44.296291,24.023333
6/30/10,39.723545,41.304512,50.943108,59.215565,50.146107,44.056435,32.608322,44.717533,43.404079,44.00724,23.762308
7/1/10,39.858257,41.544613,51.006866,58.979824,49.803661,43.799007,32.496098,44.518623,43.037178,43.455399,23.560215
7/2/10,39.738514,41.099987,50.879337,58.792828,49.544743,43.850498,31.871841,44.419178,42.636162,43.604301,23.307602
7/6/10,39.701092,40.931042,51.102524,59.272484,49.427818,44.313858,31.163422,44.627121,42.602039,43.639336,23.366547
7/7/10,40.74881,42.167065,52.162666,61.40242,51.423965,45.703953,32.678459,46.308777,44.146397,44.550312,24.368576
7/8/10,41.250221,42.549438,52.919918,62.190987,52.242477,46.123188,33.085274,46.552887,44.726589,44.962006,24.579082
7/9/10,41.310097,43.047401,53.007603,62.548687,53.470242,46.432098,33.506119,46.869324,45.170273,45.093407,24.974836
7/12/10,41.033195,42.949589,53.079342,62.32106,52.760303,46.498299,33.611317,47.167683,44.837509,44.944489,24.966419
7/13/10,41.736664,44.12336,53.573555,63.109619,54.038177,46.748363,34.438984,47.963303,45.852856,45.39122,25.623207
7/14/10,41.856396,43.901062,53.653263,62.930767,53.954655,46.741005,34.23558,48.333992,45.895527,45.408733,25.42112
7/15/10,41.661823,44.016651,53.740948,62.995811,53.946304,46.97636,34.123356,48.297821,45.733406,45.531368,25.370596
7/16/10,40.913456,42.407154,53.015575,61.231689,52.275887,46.123188,33.015133,46.842205,44.240231,44.480232,24.301207
7/19/10,41.160419,42.745064,53.047462,61.703194,52.392818,46.770428,33.421955,47.366589,44.470612,44.620396,24.326464
7/20/10,41.557045,43.465336,53.772831,62.98769,53.937965,47.241154,34.046196,47.72823,45.247059,44.532791,24.604345
7/21/10,41.280155,42.691704,53.238766,62.12595,53.645638,46.542427,33.337788,46.995903,45.084938,43.814526,24.158068
7/22/10,42.140785,44.043324,53.748924,63.532356,55.04044,47.41766,34.586285,48.315907,46.475727,44.182419,24.882214
7/23/10,42.889156,44.719143,54.426445,63.82502,56.259842,47.535339,35.02816,48.758919,47.439869,44.261257,25.101147
7/26/10,43.45792,45.421638,54.681534,64.532288,56.60228,47.932518,35.904911,49.129612,48.28458,45.005802,25.555847
7/27/10,43.420498,44.888092,54.968494,64.223358,56.167965,48.653316,35.897915,49.165779,47.892082,44.944489,25.581108
7/28/10,43.420498,44.523518,54.601826,64.052643,55.742023,48.285542,35.827766,48.605232,47.610527,44.252499,25.362171
7/29/10,43.285793,44.301205,53.956165,64.117699,55.842232,47.572109,35.526161,48.117001,47.567867,44.173664,25.395863
7/30/10,43.353142,44.621326,54.14748,63.971333,56.13456,47.285275,35.736591,47.936184,47.712902,44.436443,25.412697
8/2/10,44.101513,45.563911,54.705441,66.150078,57.55442,48.131107,36.935978,48.867409,48.608807,45.189758,26.002127
8/3/10,43.80965,44.870308,54.322842,66.263893,56.644047,48.006065,36.578259,48.623302,48.28458,45.496326,25.749512
8/4/10,43.936878,45.537228,54.522114,66.832947,57.17857,48.175228,36.83778,49.039204,48.659996,46.091972,25.842131
8/5/10,44.026684,45.537228,54.251095,66.857338,57.303852,48.182598,36.37487,48.777,48.600269,45.960583,25.690577
8/6/10,43.652493,45.306026,54.402534,66.133804,57.128468,48.21936,36.206516,48.650429,48.216328,46.144524,25.513742
8/9/10,44.064098,45.750637,54.713409,66.458977,57.429146,48.410595,36.620346,48.939743,48.642944,46.302193,25.682148
8/10/10,43.862041,45.234894,54.793121,65.824883,56.79438,48.587116,36.26263,48.261665,48.173656,46.275917,25.412697
8/11/10,42.904129,43.972191,53.804722,63.857555,54.923512,47.601543,35.357822,46.959732,46.356274,45.075878,24.553822
8/12/10,43.218433,43.874378,53.685146,63.516102,55.165714,47.476509,34.915947,46.173153,45.989384,45.233547,24.376993
8/13/10,42.993931,43.358624,53.677174,63.369778,54.87339,47.682449,34.915947,45.865749,45.835796,45.049606,24.26753
8/16/10,43.121155,43.358624,53.685146,63.329109,55.123962,47.638321,34.887894,46.05563,45.84433,44.900692,24.250687
8/17/10,43.697395,44.025539,54.187336,64.459122,56.527115,48.131107,35.687485,46.652328,46.71463,45.487583,24.478033
8/18/10,43.914425,44.479057,54.251095,63.82502,56.719212,47.939877,35.722553,46.851242,46.817013,45.470047,24.536982
8/19/10,43.151093,43.643185,53.613415,62.792564,55.441338,47.152885,34.810726,46.263569,45.784607,44.672943,23.972813
8/20/10,42.851738,43.545372,53.565586,61.995872,55.249233,47.307343,34.698509,46.227402,45.588364,44.541557,23.913876
8/23/10,42.627232,43.15411,53.645306,62.052795,54.647888,47.439735,34.516148,45.775345,44.991093,44.594101,23.745462
8/24/10,42.492519,42.389366,53.398186,61.166672,53.461891,47.535339,34.375854,45.043018,44.120785,43.691895,23.366547
8/25/10,42.866703,42.860657,53.525734,61.036575,53.645638,47.594185,34.922947,45.34137,44.189049,44.164902,23.501274
8/26/10,42.72451,42.576107,53.135151,60.500034,53.645638,47.388245,34.712536,44.898354,43.975739,43.796997,23.282339
